1,6.77813e+06,7670,0
1,6.77813e+06,7720,5010
1,6.77813e+06,7770,10020
1,6.77813e+06,7820,15030
2,6.77812e+06,15340,0
2,6.77812e+06,15440,5019.99
2,6.77812e+06,15540,10040
2,6.77812e+06,15640,15060
3,6.7781e+06,23010,0
3,6.7781e+06,23160,5029.97
3,6.7781e+06,23310,10059.9
3,6.7781e+06,23460,15089.9
4,6.77807e+06,30679.9,0
4,6.77807e+06,30879.9,5039.95
4,6.77807e+06,31079.9,10079.9
4,6.77807e+06,31279.9,15119.8
5,6.77803e+06,38349.8,0
5,6.77803e+06,38599.8,5049.92
5,6.77803e+06,38849.8,10099.8
5,6.77803e+06,39099.8,15149.8
6,6.77798e+06,46019.6,0
6,6.77798e+06,46319.6,5059.88
6,6.77798e+06,46619.6,10119.8
6,6.77798e+06,46919.6,15179.7
7,6.77792e+06,53689.4,0
7,6.77792e+06,54039.4,5069.84
7,6.77792e+06,54389.4,10139.7
7,6.77792e+06,54739.4,15209.5
8,6.77786e+06,61359.2,0
8,6.77786e+06,61759.2,5079.79
8,6.77786e+06,62159.2,10159.6
8,6.77786e+06,62559.1,15239.4
9,6.77779e+06,69028.8,0
9,6.77779e+06,69478.8,5089.74
9,6.77779e+06,69928.8,10179.5
9,6.77779e+06,70378.8,15269.2
10,6.7777e+06,76698.4,0
10,6.7777e+06,77198.4,5099.68
10,6.7777e+06,77698.3,10199.4
10,6.7777e+06,78198.3,15299
11,6.77761e+06,84367.8,0
11,6.77761e+06,84917.8,5109.61
11,6.77761e+06,85467.8,10219.2
11,6.77761e+06,86017.8,15328.8
12,6.77751e+06,92037.2,0
12,6.77751e+06,92637.2,5119.53
12,6.77751e+06,93237.1,10239.1
12,6.77751e+06,93837.1,15358.6
13,6.7774e+06,99706.4,0
13,6.7774e+06,100356,5129.45
13,6.7774e+06,101006,10258.9
13,6.7774e+06,101656,15388.4
14,6.77729e+06,107376,0
14,6.77729e+06,108075,5139.36
14,6.77729e+06,108775,10278.7
14,6.77729e+06,109475,15418.1
15,6.77716e+06,115044,0
15,6.77716e+06,115794,5149.27
15,6.77716e+06,116544,10298.5
15,6.77716e+06,117294,15447.8
16,6.77702e+06,122713,0
16,6.77702e+06,123513,5159.17
16,6.77702e+06,124313,10318.3
16,6.77702e+06,125113,15477.5
17,6.77688e+06,130382,0
17,6.77688e+06,131232,5169.06
17,6.77688e+06,132082,10338.1
17,6.77688e+06,132932,15507.2
18,6.77673e+06,138050,0
18,6.77673e+06,138950,5178.95
18,6.77673e+06,139850,10357.9
18,6.77673e+06,140750,15536.8
19,6.77657e+06,145719,0
19,6.77657e+06,146669,5188.83
19,6.77657e+06,147619,10377.7
19,6.77657e+06,148569,15566.5
20,6.7764e+06,153387,0
20,6.7764e+06,154387,5198.7
20,6.7764e+06,155387,10397.4
20,6.7764e+06,156387,15596.1
21,6.77622e+06,161055,0
21,6.77622e+06,162105,5208.56
21,6.77622e+06,163155,10417.1
21,6.77622e+06,164205,15625.7
22,6.77603e+06,168723,0
22,6.77603e+06,169822,5218.42
22,6.77603e+06,170922,10436.8
22,6.77603e+06,172022,15655.3
23,6.77584e+06,176390,0
23,6.77584e+06,177540,5228.27
23,6.77584e+06,178690,10456.5
23,6.77584e+06,179840,15684.8
24,6.77563e+06,184057,0
24,6.77563e+06,185257,5238.12
24,6.77563e+06,186457,10476.2
24,6.77563e+06,187657,15714.4
25,6.77542e+06,191724,0
25,6.77542e+06,192974,5247.96
25,6.77542e+06,194224,10495.9
25,6.77542e+06,195474,15743.9
26,6.7752e+06,199391,0
26,6.7752e+06,200691,5257.79
26,6.7752e+06,201991,10515.6
26,6.7752e+06,203291,15773.4
27,6.77497e+06,207058,0
27,6.77497e+06,208408,5267.62
27,6.77497e+06,209757,10535.2
27,6.77497e+06,211107,15802.8
28,6.77473e+06,214724,0
